dataset,configuration,configuration_label,question_id,sentence_index,citation_count,citation_present,human_supported,automatic_supported
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_18,9,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_18,10,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_19,0,3,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_19,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_19,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_19,3,2,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_19,4,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_20,0,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_20,1,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_20,2,3,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_20,3,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_20,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_21,0,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_21,1,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_21,2,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_21,3,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_21,4,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_22,0,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_22,1,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_22,2,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_22,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_22,4,1,1,1,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_22,5,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_22,6,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_23,0,3,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_23,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_23,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_23,3,2,1,1,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_23,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_23,5,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_24,0,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_24,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_24,2,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_25,0,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_25,1,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_25,2,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_25,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_26,0,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_26,1,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_26,2,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_26,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_26,4,1,1,1,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_26,5,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_26,6,2,1,1,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_26,7,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_27,0,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_27,1,2,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_27,2,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_27,3,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_27,4,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_27,5,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_27,6,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_28,0,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_28,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_28,2,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_28,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_28,4,2,1,1,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_28,5,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_28,6,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_29,0,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_29,1,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_29,2,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_29,3,1,1,1,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_29,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_29,5,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_29,6,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_29,7,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_30,0,3,1,1,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_30,1,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_30,2,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_30,3,1,1,1,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_31,0,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_31,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_31,2,1,1,1,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_31,3,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_31,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_31,5,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_32,0,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_32,1,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_32,2,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_32,3,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_32,4,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_32,5,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_32,6,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_33,0,3,1,1,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_33,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_33,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_33,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_33,4,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_33,5,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_34,0,1,1,1,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_34,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_34,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_34,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_34,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_34,5,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_34,6,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_34,7,3,1,1,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_35,0,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_35,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_35,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_35,3,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_35,4,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_35,5,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_36,0,3,1,1,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_36,1,2,1,1,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_36,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_36,3,1,1,1,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_36,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_37,0,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_37,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_37,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_38,0,2,1,1,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_38,1,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_38,2,3,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_38,3,2,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_38,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_39,0,3,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_39,1,3,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_39,2,2,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_39,3,3,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_39,4,1,1,1,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_40,0,3,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_40,1,3,1,1,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_41,0,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_42,0,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_42,1,2,1,0,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_42,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_42,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_43,0,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_43,1,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_43,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_43,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_44,0,2,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_44,1,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_44,2,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_45,0,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_45,1,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_45,2,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_45,3,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_45,4,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_45,5,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_45,6,3,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_45,7,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_46,0,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_46,1,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_46,2,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_47,0,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_47,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_47,2,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_47,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_47,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_47,5,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_47,6,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_47,7,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_48,0,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_48,1,3,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_48,2,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_48,3,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_48,4,3,1,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_49,0,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_49,1,3,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_49,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_49,3,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_49,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25_interact_doc_id_extraction-shot2-ndoc10-42-azure.json,GPT-3.5 / interactive retrieval,eli5_49,5,3,1,1,1
